state,year,vehicle_segment,ev_share,ice_share,total_registrations,conversion_pressure,ev_yoy_growth,ice_yoy_change,transition_index,ev_share_t-1,ev_share_t-2,transition_index_t-1,ev_yoy_growth_t-1,ice_yoy_change_t-1,infra_yoy_growth_t-1,fast_charger_index_t-1,stations_per_10k_vehicles_t-1,avg_ev_subsidy_rs,subsidy_yoy_change,fuel_price_rs_per_litre,fuel_price_yoy_change,avg_income_index,high_infra_flag,high_subsidy_flag,ev_share_t+1,ev_share_t+2,ev_share_t+3,ev_vehicle_registrations,ice_vehicle_registrations,charging_stations,fast_charger_pct,road_tax_exemption,registration_fee_waiver,policy_start_year,ev_adoption_rate,prev_year_ev,prev_year_ice,ice_to_ev_conversion_rate,yoy_growth_rate,segment_market_share,stations_per_1000_evs,infrastructure_gap,infrastructure_status,policy_score,policy_roi,policy_strength_category,fast_charging_score,fast_charging_category,economic_viability_index,economic_favorability,fuel_to_income_ratio,policy_age_years,policy_maturity_stage,cagr
Assam,2018,2W,0.1283627223371911,0.8716372776627664,23493650.999999005,0.1472660455910521,0.0830712486150542,0.0468985070994827,0.0361727415155714,0.1246098397470338,0.1369899940844457,-0.1035064945881869,-0.1008964540949113,0.0026100404932756,,,,47568.09338521401,-0.0819543066511226,102.7429961089494,0.0026945380478688,1.0295719844357978,0,0,0.1326572794652079,0.1323532713564177,0.1426932169161096,3015708.999999872,20477941.999999132,0.0,0.0,0,0,2018,12.836272233719653,,,0.0,0.0,34.50837526764886,0.0,-10.0,Severe Shortage,4.756809338521401,2.698504674082577,Moderate,0.0,Low,1.002084836365909,Neutral,0.9979195011337865,6,Established,5.544833831175389
Assam,2019,2W,0.1326572794652079,0.867342720534749,23220338.999998998,0.1529466073535644,0.021433765658424,-0.016503123214237,0.0379368888726611,0.1283627223371911,0.1246098397470338,0.0361727415155714,0.0830712486150542,0.0468985070994827,,2.5200000000000005,0.1915411103231502,48173.07692307692,0.0127182633317601,101.45557692307692,-0.0125304812457219,1.0028076923076925,1,0,0.1323532713564177,0.1426932169161096,0.1310555046974043,3080346.999999866,20139991.999999132,444.76495141399465,100.0,0,0,2018,13.265727946521361,3015708.999999872,20477941.999999132,0.3156469377807951,2.1433758551053215,33.45595151258172,0.14438793792193347,-9.855612062078066,Severe Shortage,4.8173076923076925,2.7537638851062303,Moderate,444.76495141399465,Very High,0.9884204720140876,Neutral,1.0117151842902616,6,Established,5.544833831175389
Assam,2020,2W,0.1323532713564177,0.8676467286435386,22893041.999998998,0.1525426356654398,-0.0163546509532854,-0.0137497075470536,-0.0026049434062318,0.1326572794652079,0.1283627223371911,0.0379368888726611,0.021433765658424,-0.016503123214237,1.362222222222222,6.8032,0.4577883206365815,48475.60975609756,0.0062801226814663,102.82182926829267,0.01346650806837,0.9918292682926828,0,0,0.1426932169161096,0.1310555046974043,0.1344356898771625,3029968.9999998673,19863072.999999132,1048.0167251442726,100.0,0,0,2018,13.23532713564235,3080346.999999866,20139991.999999132,-0.2501391137524267,-1.6354645643933998,33.73756471304129,0.34588364605192945,-9.654116353948071,Severe Shortage,4.847560975609756,2.730306478296032,Moderate,1048.0167251442726,Very High,0.9646096313893676,Neutral,1.0366887987212592,6,Established,5.544833831175389
Assam,2021,2W,0.1426932169161096,0.8573067830838502,24848328.999999,0.166443393763233,0.1702060318108864,0.0724745863844935,0.0977314454263929,0.1323532713564177,0.1326572794652079,-0.0026049434062318,-0.0163546509532854,-0.0137497075470536,-0.6190028222013171,1.539,0.1769096478410734,46441.94756554307,-0.0419522766353378,102.97767790262172,0.0015157154413425,0.997378277153558,0,0,0.1310555046974043,0.1344356898771625,0.1329424002521605,3545687.9999998566,21302640.999999143,439.59091328291316,100.0,0,0,2018,14.269321691611534,3029968.9999998673,19863072.999999132,2.596370531570349,17.02059756367264,36.271924655785426,0.12397901712810912,-9.876020982871891,Severe Shortage,4.644194756554307,3.072507170693774,Moderate,439.59091328291316,Very High,0.9685383254579734,Neutral,1.0324836650394293,6,Established,5.544833831175389
Assam,2018,3W,0.1249255681727018,0.8750744318272532,22201523.999999,0.1427597709055133,-0.0957429917374179,-0.017303125380942,-0.0784398663564759,0.134306809250539,0.131212265749931,0.028102814181929,0.0596560748309307,0.0315532606490016,,,,45083.6820083682,-0.1179667757570736,102.19489539748952,0.0008353794339381,0.9961506276150628,0,0,0.1335665883095617,0.1326292355907259,0.1381051708805135,2773537.999999875,19427985.999999125,0.0,0.0,0,0,2018,12.492556817270742,,,0.0,0.0,31.737243256257162,0.0,-10.0,Severe Shortage,4.50836820083682,2.770970839283255,Moderate,0.0,Low,0.9747557583385265,Neutral,1.025898017473118,6,Established,4.951336315004595
Assam,2019,3W,0.1335665883095617,0.8664334116903962,23765980.999999,0.1541566060943678,0.1445096479658834,0.0598957606825534,0.0846138872833299,0.1249255681727018,0.134306809250539,-0.0784398663564759,-0.0957429917374179,-0.017303125380942,0.1538461538461537,2.5200000000000005,0.2026887882999884,52316.60231660232,0.1604332207580465,103.502277992278,0.0127930322713611,0.998069498069498,1,1,0.1326292355907259,0.1381051708805135,0.127233815290171,3174340.9999998654,20591639.999999136,481.70978916505464,100.0,1,1,2018,13.35665883095673,2773537.999999875,19427985.999999125,2.063018675069158,14.450959586290594,34.476829584589105,0.15175111595290963,-9.84824888404709,Severe Shortage,9.231660231660232,1.4468317177824312,Very Strong,481.70978916505464,Very High,0.9642971318408674,Neutral,1.037024758220503,6,Established,4.951336315004595
Assam,2020,3W,0.1326292355907259,0.8673707644092302,22736615.999999,0.152909330269772,-0.0500264464340787,-0.0422775456447374,-0.0077489007893413,0.1335665883095617,0.1249255681727018,0.0846138872833299,0.1445096479658834,0.0598957606825534,1.362222222222222,6.8032,0.4472779808890371,50512.29508196721,-0.0344882342266045,102.78200819672132,-0.0069589752953109,1.0098360655737706,0,1,0.1381051708805135,0.127233815290171,0.134108695919414,3015539.9999998678,19721075.999999136,1016.9587696729375,100.0,1,1,2018,13.262923559073172,3174340.9999998654,20591639.999999136,-0.7711915723472662,-5.002643067445297,33.576903227315036,0.3372393566900065,-9.662760643309994,Severe Shortage,9.051229508196721,1.4653173413691891,Very Strong,1016.9587696729375,Very High,0.9825027583047202,Neutral,1.0178088474025975,6,Established,4.951336315004595
Assam,2021,3W,0.1381051708805135,0.8618948291194435,23216045.999999,0.1602341793689949,0.0632443940388787,0.0146398705628434,0.0486045234760352,0.1326292355907259,0.1335665883095617,-0.0077489007893413,-0.0500264464340787,-0.0422775456447374,-0.6190028222013171,1.539,0.1781267712934384,51117.88617886179,0.0119889839872029,102.53878048780489,-0.0023664424657952,1.0009756097560976,0,1,0.127233815290171,0.134108695919414,0.1347597972408094,3206255.9999998617,20009789.99999914,413.53993161799457,100.0,1,1,2018,13.810517088051943,3015539.9999998678,19721075.999999136,0.9670668594823817,6.324437306606089,32.799579675132065,0.12897907453990337,-9.871020925460096,Severe Shortage,9.111788617886178,1.5156757544772599,Very Strong,413.53993161799457,Very High,0.9761922318504123,Neutral,1.0243884015594542,6,Established,4.951336315004595
Assam,2018,4W,0.1318619458353455,0.8681380541646099,22370494.999999,0.151890351209039,-0.1274029338237534,-0.0746514376065012,-0.0527514962172521,0.138727586209438,0.1264269186194157,0.1196599313531669,0.1789140399627267,0.0592541086095597,,,,51470.58823529412,0.0435132957292505,102.10638655462184,-0.0044600116154416,0.997016806722689,0,1,0.1333210570427954,0.1357313971268485,0.132377547073495,2949816.9999998673,19420677.999999136,0.0,0.0,1,1,2018,13.186194583535137,,,0.0,0.0,33.754381476093975,0.0,-10.0,Severe Shortage,9.147058823529413,1.4415775428945163,Very Strong,0.0,Low,0.976449015938229,Neutral,1.0241190104934887,6,Established,0.8241333050766242
Assam,2019,4W,0.1333210570427954,0.8666789429571594,22145668.999998998,0.1538296324106644,0.0009041238829392,-0.0117139576692431,0.0126180815521823,0.1318619458353455,0.138727586209438,-0.0527514962172521,-0.1274029338237534,-0.0746514376065012,0.1538461538461537,2.5200000000000005,0.2011578196185834,47021.27659574468,-0.0864437689969604,101.76668085106382,-0.0033269780179352,1.0058297872340425,1,0,0.1357313971268485,0.132377547073495,0.1283852500819285,2952483.999999866,19193184.999999132,445.4774490034854,100.0,0,0,2018,13.332105704280146,2949816.9999998673,19420677.999999136,0.013732784523129813,0.09041235764371643,32.067218902829175,0.15088225677209618,-9.849117743227904,Severe Shortage,4.702127659574468,2.8353346972903477,Moderate,445.4774490034854,Very High,0.9883684707238126,Neutral,1.0117684139273173,6,Established,0.8241333050766242
Assam,2020,4W,0.1357313971268485,0.8642686028731054,21627169.999999,0.1570475192875399,-0.0057571861524059,-0.0261291182260786,0.0203719320736727,0.1333210570427954,0.1318619458353455,0.0126180815521823,0.0009041238829392,-0.0117139576692431,1.362222222222222,6.8032,0.4800035616535208,48712.44635193133,0.0359660536383585,102.82369098712444,0.0103866032302613,0.984206008583691,0,0,0.132377547073495,0.1283852500819285,0.1318110690706499,2935485.999999864,18691683.99999914,1038.1118628486174,100.0,0,0,2018,13.573139712685474,2952483.999999866,19193184.999999132,-0.08856268052632132,-0.5757184202460854,32.68553205964367,0.3536422462408833,-9.646357753759117,Severe Shortage,4.871244635193133,2.786380222956578,Moderate,1038.1118628486174,Very High,0.9571782525361135,Neutral,1.0447374847374844,6,Established,0.8241333050766242
Assam,2021,4W,0.132377547073495,0.8676224529264613,22838857.999999,0.1525748832941185,0.0299323519171952,0.0601241707274742,-0.0301918188102789,0.1357313971268485,0.1333210570427954,0.0203719320736727,-0.0057571861524059,-0.0261291182260786,-0.6190028222013171,1.539,0.1872644455158652,51764.705882352944,0.0626587198756154,102.46258823529412,-0.0035118633494254,1.0107843137254902,0,1,0.1283852500819285,0.1318110690706499,0.1381974622542351,3023351.9999998678,19815505.999999136,427.6906079585582,100.0,1,1,2018,13.237754707350078,2935485.999999864,18691683.99999914,0.4700806802597399,2.9932341720473565,30.928495669082505,0.1414623927212501,-9.85853760727875,Severe Shortage,9.176470588235293,1.442575833493278,Very Strong,427.6906079585582,Very High,0.9864910999557562,Neutral,1.01369388942774,6,Established,0.8241333050766242
Bihar,2018,2W,0.1320325233711204,0.8679674766288408,25730788.999999,0.1521167265013242,-0.0572537852194264,-0.0114741823262457,-0.0457796028931807,0.1375620253559767,0.1336215242331341,0.0372087403375229,0.1253813862880191,0.0881726459504961,,,,51696.42857142857,-0.0026060070671377,103.26085714285716,0.0053392057916228,1.0110357142857145,0,1,0.1293612633063686,0.1320384855063255,0.1326120371956951,3397300.9999998678,22333487.999999132,0.0,0.0,1,1,2018,13.203252337112554,,,0.0,0.0,39.11121902103542,0.0,-10.0,Severe Shortage,9.169642857142858,1.439887304534183,Very Strong,0.0,Low,0.979108388464167,Neutral,1.021337383870854,6,Established,-5.0402619371219926
Bihar,2019,2W,0.1293612633063686,0.8706387366935842,21168894.999999,0.148581850625888,-0.1939380702504723,-0.174761237474415,-0.0191768327760573,0.1320325233711204,0.1375620253559767,-0.0457796028931807,-0.0572537852194264,-0.0114741823262457,,2.5194,0.1919878942725044,52092.51101321586,0.0076616983558162,102.56947136563876,-0.0066955262269601,1.0061674008810573,1,1,0.1320384855063255,0.1326120371956951,0.1282116163827698,2738434.9999998696,18430459.999999132,406.4171575125747,100.0,1,1,2018,12.936126330637471,3397300.9999998678,22333487.999999132,-2.950125705840336,-19.39380131645711,30.97256501904766,0.14841219803011357,-9.851587801969886,Severe Shortage,9.209251101321586,1.404688197586561,Very Strong,406.4171575125747,Very High,0.9809618666106609,Neutral,1.0194076182136602,6,Established,-5.0402619371219926
Bihar,2020,2W,0.1320384855063255,0.867961514493628,21459818.999999005,0.1521246405247779,0.0347231174009972,0.0106257250225985,0.0240973923783986,0.1293612633063686,0.1320325233711204,-0.0191768327760573,-0.1939380702504723,-0.174761237474415,0.8016194331983806,4.628,0.4204281799213288,50000.0,-0.040169133192389,101.53323275862068,-0.0101027975792533,0.9845258620689656,1,1,0.1326120371956951,0.1282116163827698,0.1238274695267271,2833521.999999868,18626296.999999136,902.231264361115,100.0,1,1,2018,13.20384855063316,2738434.9999998696,18430459.999999132,0.5159230688803882,3.4723104721090117,31.94849583906061,0.31841336130834946,-9.68158663869165,Severe Shortage,9.0,1.4670942834036844,Very Strong,902.231264361115,Very High,0.9696587366714909,Neutral,1.031290661529705,6,Established,-5.0402619371219926
Bihar,2021,2W,0.1326120371956951,0.8673879628042593,21936620.999999,0.1528864706405323,0.0266586954327512,0.0215428756451161,0.005115819787635,0.1320384855063255,0.1293612633063686,0.0240973923783986,0.0347231174009972,0.0106257250225985,-0.2033707865168539,2.0561,0.3303848926543206,46137.33905579399,-0.0772532188841201,102.6184120171674,0.0106879218661986,1.0164377682403434,1,0,0.1282116163827698,0.1238274695267271,0.1252522881528053,2909059.999999866,19027560.999999136,724.7528174283515,100.0,0,0,2018,13.26120371957011,2833521.999999868,18626296.999999136,0.40554489142180145,2.6658686024430076,34.808398019898945,0.2491364280655555,-9.750863571934444,Severe Shortage,4.613733905579399,2.8742888061951963,Moderate,724.7528174283515,Very High,0.9905023360430678,Neutral,1.009588734535321,6,Established,-5.0402619371219926
Bihar,2018,3W,0.1288466605476642,0.8711533394522886,21162511.999999,0.1479033676497239,-0.1705646338792494,-0.1245205430597933,-0.0460440908194561,0.1350334287258319,0.1265845584570644,0.0793505389586823,0.1076776688443248,0.0283271298856424,,,,54694.323144104805,0.0833885121826518,102.55598253275107,-0.005750180518765,0.9927947598253276,0,1,0.1426751364299483,0.1385833438561336,0.1314001761350306,2726718.99999987,18435792.999999132,0.0,0.0,1,1,2018,12.884666054767028,,,0.0,0.0,31.391184948821945,0.0,-10.0,Severe Shortage,9.46943231441048,1.3606587625278532,Very Strong,0.0,Low,0.9680515317653754,Neutral,1.0330028590279303,6,Established,-0.3535028940772178
Bihar,2019,3W,0.1426751364299483,0.857324863570006,21896400.999999,0.1664187941745187,0.1457256871720187,0.018254490056381,0.1274711971156377,0.1288466605476642,0.1350334287258319,-0.0460440908194561,-0.1705646338792494,-0.1245205430597933,-0.1178571428571428,2.5194,0.2334316454334761,45760.86956521739,-0.1633342011628916,102.46839130434782,-0.0008540820948723,1.0309565217391303,1,0,0.1385833438561336,0.1314001761350306,0.1305219325640912,3124071.9999998566,18772328.999999143,511.1312914501212,100.0,0,0,2018,14.26751364299548,2726718.99999987,18435792.999999132,2.1553343457841043,14.57256337284376,35.33424132549665,0.16361059906754538,-9.836389400932454,Severe Shortage,4.576086956521739,3.1178414611771594,Moderate,511.1312914501212,Very High,1.006121505974483,Neutral,0.9939157388663967,6,Established,-0.3535028940772178
